dimension,feature,correlation
PCoA_Dim13,Psychological Distress,0.0402970131029138
PCoA_Dim13,Supernatural Phenomena,0.0401126378202946
PCoA_Dim13,Spirit-Stirring,0.0393381187016509
PCoA_Dim13,Neighborhood story,0.0388481550237962
PCoA_Dim13,Narrative Originality,0.0387406952930616
PCoA_Dim13,Set in NYC,-0.038704151939223
PCoA_Dim13,Set in Japan,-0.0384991881564351
PCoA_Dim13,Plot Twists!,0.0383646107977071
PCoA_Dim13,Fast-paced,0.0369128381068189
PCoA_Dim13,Brothers or Sisters,0.0362256981322259
PCoA_Dim13,"Dangerous, Risky Behaviors",-0.0361737420288327
PCoA_Dim13,A Whodunnit,-0.0360882909094419
PCoA_Dim13,Budding romance,-0.0352173772039894
PCoA_Dim13,Set in America,-0.0334266050721704
PCoA_Dim13,Heartfelt and Hopeful,0.0331156753891373
PCoA_Dim13,The Hero Dies in This One,-0.0330845577602564
PCoA_Dim13,Mid-20th Century Narrative ,0.0326658230593586
PCoA_Dim13,The Villian's Story,-0.0323577615682724
PCoA_Dim13,The Entertainment Industry,-0.0318775817649222
PCoA_Dim13,Tender and heartwarming score,-0.0314158840278135
PCoA_Dim13,Hostile Gloom,-0.0305680739355709
PCoA_Dim13,Heightened Tension,0.0305608031073723
PCoA_Dim13,Moral Exploration,0.0304382060079675
PCoA_Dim13,Talking Animals,-0.0301866448876904
PCoA_Dim13,Changing Life Direction,0.0300843683147062
PCoA_Dim13,The Superhero Prevails,-0.0298613045525863
PCoA_Dim13,Psychologically Unstable Protagonist,-0.0297669330657145
PCoA_Dim13,Use of Animated CGI,-0.0297491006158199
PCoA_Dim13,A Black & White,0.0296741044134889
PCoA_Dim13,Disadvantaged Social Class,0.0290143446190419
PCoA_Dim13,A Black Character-Driven Story,-0.0289788497551462
PCoA_Dim13,Averting the Catastrophe,0.0286428918973374
PCoA_Dim13,Going after the MacGuffin,-0.0282837504680982
PCoA_Dim13,Romantic Triangle,-0.0271017509985
PCoA_Dim13,Advanced Cinematography and Edit Work,-0.0262944559207294
PCoA_Dim13,Sad Ending,-0.0256210310876091
PCoA_Dim13,A Romantic Drama,-0.0248153825364866
PCoA_Dim13,Flawed Protagonist,-0.0242758864930097
PCoA_Dim13,Melancholy Atmosphere,0.0239605001469261
PCoA_Dim13,A village story,-0.0236335901498684
PCoA_Dim13,Island Setting,-0.0234996701900388
PCoA_Dim13,Use of non-linear flashbacks,-0.0229243769162238
PCoA_Dim13,A Life Story,0.0225102396112722
PCoA_Dim13,The Unraveling of Trust,-0.022312128375356
PCoA_Dim13,Psychological challenges,0.0208935556997164
PCoA_Dim13,All-ages,0.02054322835541
PCoA_Dim13,High-end effects,-0.0202567292929212
PCoA_Dim13,A Sports Setting,-0.019392134398156
PCoA_Dim13,A Lead with Expertise,-0.0189128770657104
PCoA_Dim13,Energetic Emotional Tone,-0.0184354609341251
PCoA_Dim13,A Tale of Science,0.017950095719589
PCoA_Dim13,Signature directorial style,0.0166960758106576
PCoA_Dim13,Predominant Sound Effects,-0.0158507601339117
PCoA_Dim13,A Science Thriller,0.0155728119935645
PCoA_Dim13,Plot-Centric,0.0155637424638839
PCoA_Dim13,A Tech-Centric Narrative,-0.0153877969791103
PCoA_Dim13,Positive and Sentimental,0.0146465461115458
PCoA_Dim13,Unexpected Conclusion,0.0145637503032531
PCoA_Dim13,A Tale of Mourning,-0.0142692455481702
PCoA_Dim13,Predominant Set Design,-0.013655883906027
PCoA_Dim13,Moral Conflict,-0.0134880128144354
PCoA_Dim13,Set in the UK,0.0134655071685789
PCoA_Dim13,Suspenseful atmosphere,-0.0116131588508567
PCoA_Dim13,Set is East Asia,0.011342440489896
PCoA_Dim13,Extraterrestrial Life,-0.0112752659998886
PCoA_Dim13,Conquering Adversity,0.0110947345549031
PCoA_Dim13,Cloak-and-Dagger ,0.0104382823555895
PCoA_Dim13,Use of Heavy Technology,-0.0100573205587886
PCoA_Dim13,Grappling with Mortality,0.0095931063663098
PCoA_Dim13,Will-They-Won't-They Relationship,-0.0094285183017695
PCoA_Dim13,Set in the Future,-0.0093642794634166
PCoA_Dim13,Psychological Manipulation,0.0088454310982013
PCoA_Dim13,Set in the American South,-0.0084594917787716
PCoA_Dim13,A Spy Thriller,-0.008160829003068
PCoA_Dim13,Narrative Driven by the Context,0.0078157527630476
PCoA_Dim13,A Sci-Fi Adventure,-0.0072996920529427
PCoA_Dim13,A Focus on Mood,0.0071897799544443
PCoA_Dim13,Somber atmosphere,0.0069595095666771
PCoA_Dim13,A Futuristic Thriller,0.0045529935000291
PCoA_Dim13,Pursuit of Justice,-0.0042664979699698
PCoA_Dim13,Set in Europe,-0.0042123192843142
PCoA_Dim13,Alternative Reality,-0.0015655311070133
PCoA_Dim13,A Buddy Comedy,0.0007859501431249
PCoA_Dim13,Profound & Reflective,-0.0006103495695406
PCoA_Dim13,Losing One's Love,-0.0004813776358191
PCoA_Dim13,Character-Driven,0.000394325146684
PCoA_Dim13,A Dominant Leader,6.047331295227767e-05
PCoA_Dim14,Confronting One's Shadow,0.4205094299662227
PCoA_Dim14,Moral Redemption,0.2912706328544505
PCoA_Dim14,Emotionally Withdrawn Protagonist,0.2812682995460084
PCoA_Dim14,Psychologically Unstable Protagonist,0.2793109827910129
PCoA_Dim14,Flawed Protagonist,0.2734681236342955
PCoA_Dim14,Self Discovery,0.2402799312227634
PCoA_Dim14,Psychological challenges,0.2301031626195898
PCoA_Dim14,Classic Fall-Rise Plot Arc,0.2256608778076926
PCoA_Dim14,Enchanted Creatures and Spells,0.2252366218430351
PCoA_Dim14,Female-centric narrative,-0.2224668295226224
PCoA_Dim14,Changing Life Direction,0.2160002463050377
PCoA_Dim14,Coming-of-Age Tale,-0.2112306289270483
PCoA_Dim14,A fantastical realm,0.20843302509761
PCoA_Dim14,Conquering Adversity,0.2059660105693296
PCoA_Dim14,Supernatural Phenomena,0.2021080778077917
PCoA_Dim14,Biopic,0.2018888401626928
PCoA_Dim14,Psychological Distress,0.1993947668864958
PCoA_Dim14,Use of non-linear flashbacks,0.1964824946991151
PCoA_Dim14,Courtship,-0.1959743507510435
PCoA_Dim14,An Artist's Story,0.1879452360580605
PCoA_Dim14,Brothers or Sisters,-0.1878413474373493
PCoA_Dim14,an early life drama,-0.1791111010723269
PCoA_Dim14,A Mother's Arc,-0.1781088378347533
PCoA_Dim14,Formative hardships,-0.1773677983145117
PCoA_Dim14,Will-They-Won't-They Relationship,-0.1773224041023972
PCoA_Dim14,Societal Decline,-0.1748868353680966
PCoA_Dim14,A Heterosexual Relationship,-0.173618736696027
PCoA_Dim14,Heavy Gunplay,-0.1732130685952482
PCoA_Dim14,Focus on Culture,-0.1719339889074758
PCoA_Dim14,Childhood Narrative,-0.1717201550826413
PCoA_Dim14,Coming of Age,-0.1702513552333506
PCoA_Dim14,Alternative Reality,0.1683408734031477
PCoA_Dim14,Biographical narrative of a historical personality,0.1661772658085662
PCoA_Dim14,A Romantic Drama,-0.1640503110893981
PCoA_Dim14,Female Friends and Bonding,-0.1636374182318194
PCoA_Dim14,A Life Story,0.1621769030222259
PCoA_Dim14,The Fine Arts,0.1598849312364824
PCoA_Dim14,Budding romance,-0.1598286750805497
PCoA_Dim14,A Family Drama,-0.1554604985013013
PCoA_Dim14,A Comic Fantasy,0.1547403744753672
PCoA_Dim14,The Hero's Journey,0.1525556702651653
PCoA_Dim14,About a Family,-0.1515680508379396
PCoA_Dim14,A Tale of Mourning,0.1508201938635007
PCoA_Dim14,Set is East Asia,0.1496250076236118
PCoA_Dim14,Romantic Triangle,-0.1492613634291521
PCoA_Dim14,The Entertainment Industry,0.1490137912631881
PCoA_Dim14,High Medieval Fantasy,0.1444932759901647
PCoA_Dim14,Childhood Bonds,-0.1405260718093331
PCoA_Dim14,Story With a Focus on Gender,-0.138181390518491
PCoA_Dim14,Parent-Child Narrative,-0.1364879015165012
PCoA_Dim14,Signature directorial style,-0.1342178544178635
PCoA_Dim14,Rural Story,-0.1339959329219712
PCoA_Dim14,Talking Animals,0.1338771495420885
PCoA_Dim14,Friends Against the Odds,0.1333952699891424
PCoA_Dim14,A Romantic Dramedy,-0.1328203078266993
PCoA_Dim14,Use of Animated CGI,0.1293667881187314
PCoA_Dim14,Set in Europe,-0.1276896192238844
PCoA_Dim14,Spirit-Stirring,0.127556689330051
PCoA_Dim14,Ghosts,0.1270925888626426
PCoA_Dim14,A Focus on the Issues,-0.126760003529484
PCoA_Dim14,A Focus on Feminism,-0.1264651496287978
PCoA_Dim14,Set in Asia,0.1261302527943724
PCoA_Dim14,A Lead with Expertise,0.1251025753401441
PCoA_Dim14,Psychological Suspense,0.1228417758663315
PCoA_Dim14,Fast-paced,-0.1223719053248738
PCoA_Dim14,Narrative Driven by the Context,-0.1222061161798073
PCoA_Dim14,Live Performance Arts,0.1213208152960417
PCoA_Dim14,A Black & White,-0.1197152589934098
PCoA_Dim14,Visceral Cinematography,-0.1195701443629223
PCoA_Dim14,Set in Japan,0.117854015342309
PCoA_Dim14,Family-devoted Protagonist,-0.1172680174835415
PCoA_Dim14,Disadvantaged Social Class,-0.1138844752853194
PCoA_Dim14,Psychological Horror,0.1121869178643654
PCoA_Dim14,"Hardship, Loss, and Healing",0.1108156505369454
PCoA_Dim14,Going after the MacGuffin,0.1096918773828799
PCoA_Dim14,Direction-Driven,-0.1095644146001887
PCoA_Dim14,"Raw, Unfiltered Dialog",-0.1092645163281613
PCoA_Dim14,Psychological Crime,0.1089774329949164
PCoA_Dim14,A Stock Story,-0.1079782689378091
PCoA_Dim14,An Asian-Driven Story,0.1067503884268824
PCoA_Dim14,Repeated Setbacks,0.1061453757869709
PCoA_Dim14,Losing One's Love,0.1047349948125181
PCoA_Dim14,Dark or Caustic Wit,-0.1006145923118047
PCoA_Dim14,A Tale of Wartime,-0.0995106634799226
PCoA_Dim14,A Formidable Challenge,0.0988216769399216
PCoA_Dim14,Intricate Stunts,-0.0974139814797633
PCoA_Dim14,Dry Humor Dialogue,-0.0956459039845649
PCoA_Dim14,Explicit Violence and Goriness,-0.0952785375022325
PCoA_Dim14,Innocent protagonist,-0.0949289815064208
PCoA_Dim14,Energetic Emotional Tone,-0.0944181827273072
PCoA_Dim14,Picture of Idealic Family Life,-0.0927556362612782
PCoA_Dim14,Political narrative,-0.0894384857172585
PCoA_Dim14,A Whodunnit,0.087799375962793
PCoA_Dim14,Perilous Liaison,-0.0877993269988687
PCoA_Dim14,Mid-20th Century Narrative ,-0.0866496907899132
PCoA_Dim14,Positive and Sentimental,0.0863993272001574
PCoA_Dim14,Genius Protagonist,0.0863747413254374
PCoA_Dim14,Philosophical or Intellectual Exploration,0.0856182583078978
PCoA_Dim14,Advanced Cinematography and Edit Work,-0.0852772091389564
PCoA_Dim14,Deliberate Visual Authorship,-0.0845808256222307
PCoA_Dim14,Grappling with Mortality,0.0843952267157426
PCoA_Dim14,A Spy Thriller,-0.0829096251032947
PCoA_Dim14,Character-Driven,0.0828649769308724
PCoA_Dim14,Cloak-and-Dagger ,-0.0823980077976473
PCoA_Dim14,Situational Humor,-0.0823255622810374
PCoA_Dim14,Unconventional directorial approach,-0.0812361164392348
PCoA_Dim14,A Sports Setting,0.0796701446728767
PCoA_Dim14,Dystopian,-0.078282412230128
PCoA_Dim14,Feel-Good Narrative,0.0762900956567453
PCoA_Dim14,Set in France,-0.0762729280825975
PCoA_Dim14,Neighborhood story,-0.0762004617436922
PCoA_Dim14,The Struggle for Survival,-0.0748758477639432
PCoA_Dim14,Religious themes,0.0741361731226216
PCoA_Dim14,Affluent Social Class,-0.0734436756359886
PCoA_Dim14,Moral Temptation,0.0700776461534994
PCoA_Dim14,A Futuristic Thriller,-0.0690207334962056
PCoA_Dim14,Risky Gambit,-0.0684745480826344
PCoA_Dim14,Profound Amazement,0.0684622046387395
PCoA_Dim14,A Detective Story,0.0681705292373233
PCoA_Dim14,Predominant Set Design,-0.067870745037965
PCoA_Dim14,Moral Conflict,0.0668184963218544
PCoA_Dim14,Criminal Underbelly,-0.0655483030774329
PCoA_Dim14,Real-world satire,-0.0650900848386724
PCoA_Dim14,Built Around Humor,-0.0647617953168747
PCoA_Dim14,A village story,-0.0640413995031499
PCoA_Dim14,A Science Thriller,-0.0638481801553934
PCoA_Dim14,High-end effects,-0.0637684621392312
PCoA_Dim14,Young Adventurers,-0.061785683590545
PCoA_Dim14,Heartfelt and Hopeful,0.0606946812392309
PCoA_Dim14,Profound & Reflective,0.0590104124066327
PCoA_Dim14,A Tidy Ending,0.0588418121547882
PCoA_Dim14,"Dangerous, Risky Behaviors",-0.058608078746252
PCoA_Dim14,Heightened Tension,-0.0553077629177821
PCoA_Dim14,Heavy Impact of the Soundtrack,-0.0552679601675641
PCoA_Dim14,A Relentless Chase,-0.0548340980545729
PCoA_Dim14,Melee Combat,-0.054641368044547
PCoA_Dim14,Elegant Dialog and Screenplay,-0.0539840640675274
PCoA_Dim14,Violent Crimes,-0.0524125616830714
PCoA_Dim14,The Unraveling of Trust,-0.0522413804128505
PCoA_Dim14,Set in the Future,-0.0489801223703552
PCoA_Dim14,The Post-War Era,-0.0489449736395625
PCoA_Dim14,Moral Exploration,0.0483960159341277
PCoA_Dim14,The Great Chase,-0.0475264298752096
PCoA_Dim14,Act of treachery,-0.0474764634806759
PCoA_Dim14,Psychological Manipulation,0.0467757119580172
PCoA_Dim14,The Villian's Story,0.0460662329750875
PCoA_Dim14,Somber and Eerie Tone,0.0460654620122032
PCoA_Dim14,A Black Character-Driven Story,-0.0456796242266004
PCoA_Dim14,Family Struggles,-0.0455422154997372
PCoA_Dim14,Historical References,-0.045467759280545
PCoA_Dim14,Sad Ending,-0.0451071164692461
PCoA_Dim14,A Group Quest,-0.0449879643227845
PCoA_Dim14,A Police Thriller,0.0442983462666396
PCoA_Dim14,A Sci-Fi Adventure,-0.0440410719298365
PCoA_Dim14,Avarice,-0.0438987081269417
PCoA_Dim14,Deceptive Appearances,0.0435272673323142
PCoA_Dim14,Intricate Costuming,-0.0431078765711663
PCoA_Dim14,Transformative Make-up,0.0429366048018259
PCoA_Dim14,A Sense of Repulsiveness,-0.0425242321983985
PCoA_Dim14,Focus on Asian Culture,0.0418561871141198
PCoA_Dim14,Charming protagonist,-0.0416082184763449
PCoA_Dim14,Use of Heavy Technology,-0.0416068365650625
PCoA_Dim14,Pursuit of Justice,0.0409927215949628
PCoA_Dim14,Relatable Protagonist,0.0403813391098966
PCoA_Dim14,Male Friends and Bonding,0.0394244659166634
PCoA_Dim14,Rivalry,-0.0394024796024495
PCoA_Dim14,Somber atmosphere,0.0384383624298735
PCoA_Dim14,All-ages,0.0382436464584848
PCoA_Dim14,Suspenseful atmosphere,-0.0381992018425595
PCoA_Dim14,Uneasy Characters,0.0380604512475636
PCoA_Dim14,A Adventure Comedy,0.0378446159649411
PCoA_Dim14,To the Rescue,-0.0376484458238596
PCoA_Dim14,Intellectually Stimulating,0.0375619872317547
PCoA_Dim14,A Father's Arc,-0.0371605357930731
PCoA_Dim14,A Lead Worth Cheering For,0.035741915578232
PCoA_Dim14,A Dominant Leader,-0.035016290037014
PCoA_Dim14,A Tech-Centric Narrative,-0.0348816680836588
PCoA_Dim14,The Superhero Prevails,0.0334825157321427
PCoA_Dim14,Island Setting,-0.0333820454868778
PCoA_Dim14,Eerie Score,0.0329807768861671
PCoA_Dim14,History-in-the-making,-0.0328123077182036
PCoA_Dim14,The Hero Dies in This One,-0.0315817573108769
PCoA_Dim14,A Buddy Comedy,0.0314527391592774
PCoA_Dim14,Plot-Centric,-0.0310437005605276
PCoA_Dim14,Rich Visual Cinematography,-0.0302424134515693
PCoA_Dim14,A Late 20th and Early 21st Century Narrative,0.0290252442681312
PCoA_Dim14,Set in the UK,-0.0278745491578501
PCoA_Dim14,Set in Los Angeles,0.0278349946928434
PCoA_Dim14,A Poignant Mood,0.0274157742449168
PCoA_Dim14,Metropolitan story,-0.0273794601395247
PCoA_Dim14,Ominous and Chilling,-0.0273722096120046
PCoA_Dim14,Eccentric Acting,0.0263764638354978
PCoA_Dim14,Predominant Sound Effects,-0.0262405951495407
PCoA_Dim14,Family Restoration,0.0255573166072677
PCoA_Dim14,Set in the American South,-0.0253760560516979
PCoA_Dim14,Use of Shock Elements,0.0253560484152625
PCoA_Dim14,A Feeling of Surprise,-0.0247061268100842
PCoA_Dim14,The Pre-Modern Era,0.0242215769368366
PCoA_Dim14,Natural splendor,-0.0241047719448534
PCoA_Dim14,Relationship Turmoil,-0.0235692816005811
PCoA_Dim14,Dismal and unsettling tone,-0.0233025345559644
PCoA_Dim14,Putting Others Above Oneself,-0.0230303255796069
PCoA_Dim14,Threatening Wildlife,0.0226243827134312
PCoA_Dim14,Stories of Imprisonment,0.0213072453888764
PCoA_Dim14,Dialog-Driven,-0.0201519643978942
PCoA_Dim14,Forest Setting,-0.0186281409012387
PCoA_Dim14,Unexpected Conclusion,0.0183099325951089
PCoA_Dim14,A Focus on Mood,0.0182670482304785
PCoA_Dim14,Sophisticated Visual Effects Integration,-0.0178879723489836
PCoA_Dim14,Intended Fright Response,0.0173848647864138
PCoA_Dim14,Visually Beautiful / Immersive,-0.0167423519873105
PCoA_Dim14,Plot Twists!,0.0164411195185445
PCoA_Dim14,"Positive, Uplifting Emotional Tone",0.0163048891466348
PCoA_Dim14,The Aristocrats,0.0162856818115835
PCoA_Dim14,Comedic Protagonist,-0.016283035480774
PCoA_Dim14,The Underdog Wins,0.0160780506547313
PCoA_Dim14,Good-Versus-Evil Conflict,-0.0137836542642405
PCoA_Dim14,A Wholesome Comedy,0.0134979883853183
PCoA_Dim14,Set in California,0.013401229600925
PCoA_Dim14,Joyful Emotional Expression,0.012829521025539
PCoA_Dim14,Happy Ending,0.0118548654218108
PCoA_Dim14,Nonsensical Comedy,0.0116097202573347
PCoA_Dim14,Hostile Gloom,-0.0115235387924004
PCoA_Dim14,A quest for retribution,0.0113192543688207
PCoA_Dim14,Reveral of Fortune,0.0110199301247518
PCoA_Dim14,Music-led Storytelling,-0.0106820170492278
PCoA_Dim14,Masterful acting,0.0104320783695038
PCoA_Dim14,Polished and cohesive script,0.0100187539946884
PCoA_Dim14,A Crime Thriller,-0.0098063164059915
PCoA_Dim14,Melancholy Atmosphere,0.008831173829669
PCoA_Dim14,A Mainstream Feature,-0.0087711714085242
PCoA_Dim14,Set in America,-0.0075735374133413
PCoA_Dim14,A Friendship Drama,-0.006127655274372
PCoA_Dim14,Extraterrestrial Life,-0.0059447945200122
PCoA_Dim14,Active Narrator Voiceover,-0.0045867205281355
PCoA_Dim14,Positive Emotional Tone,0.0043262368114411
PCoA_Dim14,Unsettling,0.0040726696509564
PCoA_Dim14,Music-Rich,-0.0036115534446746
PCoA_Dim14,Set in India,-0.0029770822073103
PCoA_Dim14,Narrative Originality,0.0028342866701794
PCoA_Dim14,Tender and heartwarming score,-0.0026511287206949
PCoA_Dim14,A Tale of Science,0.0024671155871724
PCoA_Dim14,Brave Protagonist,-0.0024662825003549
PCoA_Dim14,Set in NYC,0.0023052367502815
PCoA_Dim14,Averting the Catastrophe,0.0018733579926998
PCoA_Dim14,A post-2015 narrative,-0.001144370996144
PCoA_Dim14,A Law Enforcement Tale,0.0002910939990148
PCoA_Dim15,Set in Europe,-0.3377289169065846
PCoA_Dim15,Set in America,0.3319599014437741
PCoA_Dim15,Repeated Setbacks,-0.3168066408541269
PCoA_Dim15,Grappling with Mortality,-0.2906007134573205
PCoA_Dim15,Male Friends and Bonding,-0.2709952311720666
PCoA_Dim15,The Fine Arts,0.2568273579875785
PCoA_Dim15,Live Performance Arts,0.2426217498064234
PCoA_Dim15,The Entertainment Industry,0.2289783025120725
PCoA_Dim15,Set in the UK,-0.2190869325966888
PCoA_Dim15,A Tale of Mourning,-0.2184190885001391
PCoA_Dim15,A Focus on Feminism,0.2151836634785688
PCoA_Dim15,Set in California,0.2141241477930353
PCoA_Dim15,Good-Versus-Evil Conflict,0.2135116731675879
PCoA_Dim15,Conquering Adversity,-0.204453688074133
PCoA_Dim15,Set in Los Angeles,0.1959316399074332
PCoA_Dim15,Female-centric narrative,0.1935280726552649
PCoA_Dim15,Losing One's Love,-0.1885464947027519
PCoA_Dim15,Pursuit of Justice,0.18571099759106
PCoA_Dim15,Story With a Focus on Gender,0.1847792316349214
PCoA_Dim15,An Artist's Story,0.1805554500277998
PCoA_Dim15,Set in France,-0.1716586325428232
PCoA_Dim15,Psychological Distress,-0.1711583596679029
PCoA_Dim15,Will-They-Won't-They Relationship,-0.170312813198468
PCoA_Dim15,The Struggle for Survival,-0.1688940645789755
PCoA_Dim15,A Adventure Comedy,-0.165134839054785
PCoA_Dim15,Budding romance,-0.1638850986230928
PCoA_Dim15,A Buddy Comedy,-0.1597387810897513
PCoA_Dim15,Changing Life Direction,-0.1580944052635439
PCoA_Dim15,Intricate Costuming,0.1576872861269913
PCoA_Dim15,Built Around Humor,-0.156184584386443
PCoA_Dim15,A Focus on the Issues,0.1543777878847511
PCoA_Dim15,The Underdog Wins,0.1500668381501851
PCoA_Dim15,Biographical narrative of a historical personality,0.1484418035023263
PCoA_Dim15,Enchanted Creatures and Spells,0.1477957627002398
PCoA_Dim15,A Black Character-Driven Story,0.1469066413486322
PCoA_Dim15,Supernatural Phenomena,0.1466831356336939
PCoA_Dim15,Biopic,0.1448461893609385
PCoA_Dim15,Focus on Culture,0.1435990229409695
PCoA_Dim15,Comedic Protagonist,-0.1428486540766029
PCoA_Dim15,Courtship,-0.1370170047830304
PCoA_Dim15,A Romantic Dramedy,-0.1319738054814961
PCoA_Dim15,A Romantic Drama,-0.1316993453581936
PCoA_Dim15,Situational Humor,-0.1306002933097903
PCoA_Dim15,A Friendship Drama,-0.1300324610254957
PCoA_Dim15,The Hero Dies in This One,-0.1294109495432241
PCoA_Dim15,Music-led Storytelling,0.1283877251297013
PCoA_Dim15,Transformative Make-up,0.1282404227877322
PCoA_Dim15,Friends Against the Odds,-0.1258510938513396
PCoA_Dim15,Set in NYC,0.1237105927151205
PCoA_Dim15,Uneasy Characters,-0.1219695456333814
PCoA_Dim15,A Detective Story,0.121919863993409
PCoA_Dim15,Nonsensical Comedy,-0.121146727682906
PCoA_Dim15,Music-Rich,0.1203914457730429
PCoA_Dim15,Female Friends and Bonding,0.1195930443243011
PCoA_Dim15,A Mother's Arc,0.1192271285916671
PCoA_Dim15,Natural splendor,-0.1163732856490816
PCoA_Dim15,Flawed Protagonist,-0.1160517797504836
PCoA_Dim15,Heavy Impact of the Soundtrack,0.1136880056841479
PCoA_Dim15,A Heterosexual Relationship,-0.1105724842660857
PCoA_Dim15,A Police Thriller,0.1100285879153696
PCoA_Dim15,The Post-War Era,0.1092440914876638
PCoA_Dim15,Coming-of-Age Tale,0.1088165347535397
PCoA_Dim15,A fantastical realm,0.1082692301981974
PCoA_Dim15,A Tale of Wartime,-0.1070915087420771
PCoA_Dim15,Relationship Turmoil,-0.1059711467670502
PCoA_Dim15,A Group Quest,-0.1047639793264092
PCoA_Dim15,Sad Ending,-0.1026768927921928
PCoA_Dim15,Averting the Catastrophe,0.1021307400564826
PCoA_Dim15,Brave Protagonist,0.1018683831200739
PCoA_Dim15,Metropolitan story,0.1008409026683427
PCoA_Dim15,"Hardship, Loss, and Healing",-0.0956777310949966
PCoA_Dim15,"Dangerous, Risky Behaviors",-0.0953913047374546
PCoA_Dim15,A Poignant Mood,-0.0953004244345685
PCoA_Dim15,Going after the MacGuffin,-0.0944386275119472
PCoA_Dim15,Psychological challenges,-0.094052604819841
PCoA_Dim15,A Whodunnit,0.0923038271114819
PCoA_Dim15,Parent-Child Narrative,0.0916355061809711
PCoA_Dim15,Psychological Horror,0.0910809374980223
PCoA_Dim15,Emotionally Withdrawn Protagonist,-0.091077014414754
PCoA_Dim15,Romantic Triangle,-0.0900885823448623
PCoA_Dim15,A Spy Thriller,-0.0878131547601564
PCoA_Dim15,Religious themes,0.0875416781958532
PCoA_Dim15,Alternative Reality,0.0874161962547065
PCoA_Dim15,Set in the American South,0.0855250789655462
PCoA_Dim15,Character-Driven,-0.0854904667906816
PCoA_Dim15,Philosophical or Intellectual Exploration,0.0839670923980693
PCoA_Dim15,High Medieval Fantasy,0.0832414804030986
PCoA_Dim15,The Hero's Journey,0.0824559900246826
PCoA_Dim15,Island Setting,-0.0820473585748452
PCoA_Dim15,Family-devoted Protagonist,0.0816417849668504
PCoA_Dim15,The Villian's Story,0.0812579015167733
PCoA_Dim15,A Dominant Leader,0.0809244841069726
PCoA_Dim15,To the Rescue,-0.0792554046893452
PCoA_Dim15,Reveral of Fortune,-0.0791599676657253
PCoA_Dim15,The Superhero Prevails,0.0784270780547289
PCoA_Dim15,Somber and Eerie Tone,0.0780512205694558
PCoA_Dim15,A quest for retribution,0.0779033030842967
PCoA_Dim15,Genius Protagonist,0.0775162241222064
PCoA_Dim15,Confronting One's Shadow,-0.0766544507202958
PCoA_Dim15,Political narrative,0.0753956452082694
PCoA_Dim15,A Focus on Mood,-0.0751937123927605
PCoA_Dim15,Predominant Sound Effects,-0.0745844941758497
PCoA_Dim15,Cloak-and-Dagger ,-0.074563728507442
PCoA_Dim15,Societal Decline,0.0739372343594501
PCoA_Dim15,Ghosts,0.0731986388874685
PCoA_Dim15,Melancholy Atmosphere,-0.073075078070528
PCoA_Dim15,Disadvantaged Social Class,0.0721160601831279
PCoA_Dim15,Narrative Originality,0.0707975782051797
PCoA_Dim15,Unexpected Conclusion,-0.0700515568712804
PCoA_Dim15,Positive Emotional Tone,-0.0700032361999416
PCoA_Dim15,A Crime Thriller,0.0693009737042018
PCoA_Dim15,A Law Enforcement Tale,0.0690901898105345
PCoA_Dim15,Psychologically Unstable Protagonist,-0.06787790977864
PCoA_Dim15,Eerie Score,0.0677925742107312
PCoA_Dim15,Brothers or Sisters,0.0652548310059734
PCoA_Dim15,Elegant Dialog and Screenplay,0.0652142518601682
PCoA_Dim15,Heavy Gunplay,-0.0643488406407445
PCoA_Dim15,Intricate Stunts,-0.0642471542480978
PCoA_Dim15,Moral Temptation,-0.0641669440386483
PCoA_Dim15,Focus on Asian Culture,0.0639311490065216
PCoA_Dim15,Violent Crimes,0.0636583909610049
PCoA_Dim15,Joyful Emotional Expression,-0.0635439778615591
PCoA_Dim15,A Wholesome Comedy,-0.0631624708226675
PCoA_Dim15,Tender and heartwarming score,-0.0613493215610264
PCoA_Dim15,Plot Twists!,-0.061274228632715
PCoA_Dim15,Perilous Liaison,-0.0600673643396498
PCoA_Dim15,Fast-paced,-0.0594505348393825
PCoA_Dim15,Dialog-Driven,-0.0585660898434939
PCoA_Dim15,Formative hardships,0.0585627640164915
PCoA_Dim15,Mid-20th Century Narrative ,-0.0576190229650353
PCoA_Dim15,A Formidable Challenge,-0.0569271100143451
PCoA_Dim15,Real-world satire,-0.0567253642580845
PCoA_Dim15,Act of treachery,0.0563159633246167
PCoA_Dim15,A Tale of Science,-0.0535653125041656
PCoA_Dim15,Dry Humor Dialogue,-0.0534969386645982
PCoA_Dim15,Childhood Narrative,0.0529217846140914
PCoA_Dim15,A Feeling of Surprise,-0.0524522790159413
PCoA_Dim15,Forest Setting,-0.0521156263217183
PCoA_Dim15,Neighborhood story,0.051772138606909
PCoA_Dim15,"Positive, Uplifting Emotional Tone",-0.0508321152864759
PCoA_Dim15,Feel-Good Narrative,-0.0496230206346651
PCoA_Dim15,Family Restoration,-0.0494913806012772
PCoA_Dim15,an early life drama,0.0494228164345666
PCoA_Dim15,Moral Redemption,-0.0489666761117448
PCoA_Dim15,Energetic Emotional Tone,-0.0488619393168341
PCoA_Dim15,Moral Conflict,-0.0482925011378562
PCoA_Dim15,Psychological Manipulation,0.0468903621173286
PCoA_Dim15,Moral Exploration,0.0443813703225848
PCoA_Dim15,Psychological Crime,0.0435816470040705
